总交易单数,总交易额,总退款额,交易总净额,手续费总额,商户 ID,交易日期
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
5;941979;0;941979;-2544;;;
